CustomerId,DELI GOURMET,ATHENS PIZZA,REST LA INMACULADA,T G I FRIDAYS,EL REPUBLICANO,BARRIO PIZZA,REFRES LA INMACULADA,GRUPO AMANOA,THE COFFEE BEAN Y TEA,THE COFFEE BEAN AND TE,KRISPY KREME EL DORA,CIAO BELLA GOURMET,MICHOACANA & LALOS,KRISPY KREME,CASA BRUJA TAP ROOM,GUT,CLV,RFM,RFM Score,Beneficio
2576,69.38135274,0,0,0,0,0,0,0,25.22273811,0,0,0,0,1.63132137,0,3.764587778,61.35,Can't Loose Them,9,Sin beneficio
2667,96.59718771,0,0,0,0,0,0,0,0,0,0,0,0,1.941123162,0,1.461689128,243,Can't Loose Them,12,MillasAerolinea
2750,74.26823417,0,0,0,0,0,0,0,5.338291747,0,0,0,0,0,0,20.39347409,57.33,Can't Loose Them,10,Visa débito
2,37.94136116,0,0,0,0,23.8757668,0,0,16.3502874,20.1420084,0,0,0,0,0,1.690576245,120.81,Can't Loose Them,12,MillasAerolinea
303,21.47488875,0,0,0,0,59.38970121,0,0,13.44564526,5.689764781,0,0,0,0,0,0,133.17,Can't Loose Them,12,MillasAerolinea
322,13.04403646,0,0,0,0,53.70650918,0,0,0.991141353,32.25831301,0,0,0,0,0,0,310.78,Can't Loose Them,12,MillasAerolinea
331,32.58551755,0,0,0,0,19.01377166,0,0,16.52598845,31.87472235,0,0,0,0,0,0,89.55,Can't Loose Them,11,MillasAerolinea
432,8.49460969,0,0,0,0,37.73217301,0,0,42.73282244,11.04039486,0,0,0,0,0,0,46.5,Can't Loose Them,9,Visa débito
829,10.65950256,0,0,0,0,20.74703181,0,0,17.24586186,51.34760378,0,0,0,0,0,0,59.88,Can't Loose Them,9,MillasAerolinea
977,0,0,0,0,0,48.8830636,0,0,40.83086392,10.28607249,0,0,0,0,0,0,109.74,Can't Loose Them,10,MillasHotel
996,0,0,0,0,0,78.80078056,0,0,0,21.19921944,0,0,0,0,0,0,129.5,Can't Loose Them,10,MillasAerolinea
1352,16.12531675,0,0,0,0,34.81916609,0,0,40.47454504,8.580972126,0,0,0,0,0,0,67.87,Can't Loose Them,10,MillasAerolinea
1398,73.72321691,0,0,0,0,9.032873496,0,0,0,15.89864005,0,0,0,0,0,1.345269543,314.16,Can't Loose Them,12,MillasAerolinea
1542,53.47072253,0,0,0,0,11.70790399,0,0,0,1.079780342,0,0,0,33.74159314,0,0,113.15,Can't Loose Them,12,Visa débito
1607,4.669433739,0,0,0,0,19.43373851,0,0,30.98132227,44.91550548,0,0,0,0,0,0,35.66,Can't Loose Them,10,Visa débito
1887,16.90692294,0,0,0,0,70.01245773,0,0,0,7.91955864,0,0,0,5.161060687,0,0,99.53,Can't Loose Them,10,MillasHotel
2263,0,0,0,0,0,22.28992361,0,0,24.55438341,53.15569298,0,0,0,0,0,0,65.51,Can't Loose Them,9,Visa débito
2455,0,0,0,0,0,15.55828769,0,0,0,74.04716665,0,0,0,10.39454566,0,0,37.62,Can't Loose Them,11,MillasAerolinea
2521,48.54075159,0,0,0,0,12.79648609,0,0,11.71303075,14.78770132,0,0,0,12.16203026,0,0,93.48,Can't Loose Them,10,Visa débito
2554,84.17926566,0,0,0,0,7.451403888,0,0,0,8.369330454,0,0,0,0,0,0,208.86,Can't Loose Them,12,MillasAerolinea
2647,0,0,0,0,0,15.5196412,0,0,41.64089081,42.83946799,0,0,0,0,0,0,92.92,Can't Loose Them,12,Visa prepago
2817,81.35013108,0,0,0,0,10.71220507,0,0,0,7.937663851,0,0,0,0,0,0,51.26,Can't Loose Them,9,MillasAerolinea
112,62.91277613,0,0,0,0,17.21703484,0,0,19.87018902,0,0,0,0,0,0,0,115.3,Can't Loose Them,11,MillasAerolinea
268,52.44132722,0,0,0,0,22.26675402,0,0,6.936683495,0,0,0,0,18.35523527,0,0,229.26,Can't Loose Them,12,MillasAerolinea
336,71.39171696,0,0,0,0,1.478785645,0,0,18.17386097,0,0,0,0,6.652231999,0,2.303404432,189.97,Can't Loose Them,11,MillasAerolinea
659,25.91362126,0,0,0,0,41.24712497,0,0,32.83925377,0,0,0,0,0,0,0,200.38,Can't Loose Them,12,MillasAerolinea
834,43.31768518,0,0,0,0,19.89530971,0,0,36.78700511,0,0,0,0,0,0,0,129.26,Can't Loose Them,12,MillasRestoPub
914,55.58676654,0,0,0,0,20.4588015,0,0,23.95443196,0,0,0,0,0,0,0,,Can't Loose Them,10,MillasRestoPub
1146,32.06441264,0,0,0,0,53.81293189,0,0,6.108094768,0,0,0,0,8.014560711,0,0,116.72,Can't Loose Them,11,MillasAerolinea
1236,85.19816662,0,0,0,0,10.42059854,0,0,4.381234834,0,0,0,0,0,0,0,109.7,Can't Loose Them,11,MillasAerolinea
1241,59.93067101,0,0,0,0,25.67295108,0,0,7.60496622,0,0,0,0,6.791411694,0,0,260.96,Can't Loose Them,12,MillasAerolinea
1308,8.216503993,0,0,0,0,45.11091393,0,0,46.67258208,0,0,0,0,0,0,0,76.9,Can't Loose Them,11,MillasHotel
1351,96.36420932,0,0,0,0,1.370807319,0,0,2.264983357,0,0,0,0,0,0,0,102.19,Can't Loose Them,9,MillasRestoPub
1533,45.62623835,0,0,0,0,15.34505291,0,0,6.281354074,0,0,0,0,32.74735466,0,0,154.68,Can't Loose Them,11,MillasAerolinea
1809,26.12270715,0,0,0,0,60.14276678,0,0,13.73452607,0,0,0,0,0,0,0,81.76,Can't Loose Them,10,Visa débito
1871,36.73326512,0,0,0,0,29.79697345,0,0,33.46976143,0,0,0,0,0,0,0,136.89,Can't Loose Them,12,Visa débito
2005,84.13270826,0,0,0,0,8.204111071,0,0,7.663180671,0,0,0,0,0,0,0,93.32,Can't Loose Them,9,MillasAerolinea
2099,46.61037994,0,0,0,0,4.656071517,0,0,48.73354855,0,0,0,0,0,0,0,144.58,Can't Loose Them,12,Visa débito
2372,41.36876444,0,0,0,0,46.14312899,0,0,12.48810657,0,0,0,0,0,0,0,158.49,Can't Loose Them,11,MillasRestoPub
2404,41.99914024,0,0,0,0,13.14405028,0,0,43.03903707,0,0,0,0,1.81777241,0,0,384.06,Can't Loose Them,12,MillasAerolinea
2477,44.4656703,0,0,0,0,39.27407574,0,0,9.692100236,0,0,0,0,6.568153725,0,0,137.37,Can't Loose Them,12,MillasAerolinea
2668,71.13524521,0,0,0,0,9.689462074,0,0,16.54505345,0,0,0,0,2.630239267,0,0,92.48,Can't Loose Them,11,Visa débito
649,71.52198108,0,0,0,0,16.37451308,0,0,0,0,0,0,12.10350584,0,0,0,37.94,Can't Loose Them,9,MillasRestoPub
1563,55.32810407,0,0,0,0,42.91818124,0,0,0,0,0,0,1.753714687,0,0,0,42.19,Can't Loose Them,9,Visa débito
114,29.86718281,0,0,0,0,37.0620036,0,0,0,0,0,0,0,7.708736568,0,25.36207702,105.08,Can't Loose Them,9,MillasRestoPub
198,77.03018991,0,0,0,0,18.22949071,0,0,0,0,0,0,0,0,0,4.740319379,276,Can't Loose Them,10,MillasAerolinea
423,11.913682,0,0,0,0,73.10055447,0,0,0,0,0,0,0,0,0,14.98576352,68.54,Can't Loose Them,9,MillasAerolinea
560,71.31731722,0,0,0,0,25.37877,0,0,0,0,0,0,0,0,0,3.303912777,53.95,Can't Loose Them,11,Sin beneficio
732,21.41148325,0,0,0,0,76.59489633,0,0,0,0,0,0,0,0,0,1.993620415,112.29,Can't Loose Them,11,MillasRestoPub
798,52.77185501,0,0,0,0,26.61691542,0,0,0,0,0,0,0,0,0,20.61122957,140.7,Can't Loose Them,9,MillasHotel
819,63.68427082,0,0,0,0,15.01890251,0,0,0,0,0,0,0,11.84557223,0,9.451254439,63.5,Can't Loose Them,10,Visa débito
1070,65.77181208,0,0,0,0,26.65079021,0,0,0,0,0,0,0,0,0,7.577397705,158.02,Can't Loose Them,12,MillasAerolinea
1252,28.51830986,0,0,0,0,37.69014085,0,0,0,0,0,0,0,14.63661972,0,19.15492958,74.5,Can't Loose Them,9,MillasRestoPub
1380,61.69196657,0,0,0,0,22.36056626,0,0,0,0,0,0,0,7.419409858,0,8.528057309,35.94,Can't Loose Them,10,MillasHotel
1494,53.62358777,0,0,0,0,33.51703867,0,0,0,0,0,0,0,0,0,12.85937356,,Can't Loose Them,10,Cashback
1500,71.92393736,0,0,0,0,26.07861937,0,0,0,0,0,0,0,0,0,1.997443273,,Can't Loose Them,10,MillasAerolinea
1572,39.18685998,0,0,0,0,32.99199027,0,0,0,0,0,0,0,15.14752104,0,12.67362871,45.04,Can't Loose Them,10,MillasHotel
1586,45.81939799,0,0,0,0,33.87482083,0,0,0,0,0,0,0,0,0,20.30578118,23.39,Can't Loose Them,9,Visa débito
1637,37.81212156,0,0,0,0,60.1695404,0,0,0,0,0,0,0,0,0,2.018338043,52.97,Can't Loose Them,9,MillasRestoPub
1846,22.98089654,0,0,0,0,63.77908076,0,0,0,0,0,0,0,0,0,13.2400227,40.72,Can't Loose Them,9,MillasAerolinea
1863,65.22959184,0,0,0,0,16.78571429,0,0,0,0,0,0,0,0,0,17.98469388,68.15,Can't Loose Them,9,MillasRestoPub
2398,13.23688259,0,0,0,0,84.30820595,0,0,0,0,0,0,0,0,0,2.45491146,211.78,Can't Loose Them,12,MillasAerolinea
12,11.6679258,0,0,0,0,79.0648871,0,0,0,0,0,0,0,9.267187107,0,0,61.67,Can't Loose Them,10,Sin beneficio
127,54.48275862,0,0,0,0,45.51724138,0,0,0,0,0,0,0,0,0,0,142.15,Can't Loose Them,12,MillasAerolinea
152,63.80490888,0,0,0,0,26.71442115,0,0,0,0,0,0,0,9.480669967,0,0,55.25,Can't Loose Them,9,Visa débito
253,25.83072417,0,0,0,0,74.16927583,0,0,0,0,0,0,0,0,0,0,99.52,Can't Loose Them,12,MillasAerolinea
316,73.66548043,0,0,0,0,12.5,0,0,0,0,0,0,0,13.83451957,0,0,40.2,Can't Loose Them,9,MillasAerolinea
551,76.75888086,0,0,0,0,22.61552971,0,0,0,0,0,0,0,0.625589437,0,0,163.18,Can't Loose Them,12,MillasHotel
641,12.864494,0,0,0,0,60.58319039,0,0,0,0,0,0,0,26.55231561,0,0,35.32,Can't Loose Them,9,MillasAerolinea
671,65.56963798,0,0,0,0,17.98893635,0,0,0,0,0,0,0,16.44142567,0,0,93.52,Can't Loose Them,12,Visa débito
694,86.10425917,0,0,0,0,13.89574083,0,0,0,0,0,0,0,0,0,0,182.43,Can't Loose Them,9,MillasHotel
738,24.85839649,0,0,0,0,63.02885255,0,0,0,0,0,0,0,12.11275096,0,0,111.95,Can't Loose Them,11,MillasAerolinea
741,75.26701571,0,0,0,0,18.97382199,0,0,0,0,0,0,0,5.759162304,0,0,50.62,Can't Loose Them,11,Visa débito
753,0,0,0,0,0,47.32188403,0,0,0,0,0,0,0,52.67811597,0,0,34.82,Can't Loose Them,9,Visa prepago
859,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,,Can't Loose Them,10,Visa débito
881,7.698933994,0,0,0,0,83.90222892,0,0,0,0,0,0,0,8.398837084,0,0,,Can't Loose Them,10,MillasHotel
978,78.66579525,0,0,0,0,14.9852948,0,0,0,0,0,0,0,6.348909948,0,0,106.81,Can't Loose Them,12,MillasRestoPub
1081,5.732453394,0,0,0,0,94.26754661,0,0,0,0,0,0,0,0,0,0,196.89,Can't Loose Them,12,MillasAerolinea
1086,92.92545867,0,0,0,0,7.074541327,0,0,0,0,0,0,0,0,0,0,188.12,Can't Loose Them,12,MillasAerolinea
1276,47.3688439,0,0,0,0,30.2241504,0,0,0,0,0,0,0,22.4070057,0,0,47.69,Can't Loose Them,9,Visa débito
1347,68.22765575,0,0,0,0,20.99737533,0,0,0,0,0,0,0,10.77496892,0,0,53.69,Can't Loose Them,9,MillasRestoPub
1393,51.30614963,0,0,0,0,48.69385037,0,0,0,0,0,0,0,0,0,0,85.75,Can't Loose Them,11,MillasAerolinea
1406,79.98843471,0,0,0,0,20.01156529,0,0,0,0,0,0,0,0,0,0,257.84,Can't Loose Them,10,MillasAerolinea
1487,20.70357555,0,0,0,0,79.29642445,0,0,0,0,0,0,0,0,0,0,70.46,Can't Loose Them,10,MillasAerolinea
1492,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,77.5,Can't Loose Them,9,Visa débito
1611,69.45219076,0,0,0,0,30.54780924,0,0,0,0,0,0,0,0,0,0,106.37,Can't Loose Them,9,MillasAerolinea
1643,61.92848769,0,0,0,0,25.32239156,0,0,0,0,0,0,0,12.74912075,0,0,,Can't Loose Them,10,MillasRestoPub
1797,49.69586375,0,0,0,0,50.30413625,0,0,0,0,0,0,0,0,0,0,86.51,Can't Loose Them,10,MillasAerolinea
1807,29.07317073,0,0,0,0,42.63414634,0,0,0,0,0,0,0,28.29268293,0,0,,Can't Loose Them,9,MillasAerolinea
1928,52.34241908,0,0,0,0,47.65758092,0,0,0,0,0,0,0,0,0,0,55.96,Can't Loose Them,9,MillasAerolinea
2116,16.46571213,0,0,0,0,75.05651846,0,0,0,0,0,0,0,8.477769405,0,0,103.48,Can't Loose Them,9,Visa débito
2146,58.73618785,0,0,0,0,26.24309392,0,0,0,0,0,0,0,15.02071823,0,0,37.54,Can't Loose Them,9,Sin beneficio
2170,41.25235997,0,0,0,0,38.31025802,0,0,0,0,0,0,0,20.437382,0,0,78.42,Can't Loose Them,10,MillasAerolinea
2218,62.40073305,0,0,0,0,37.59926695,0,0,0,0,0,0,0,0,0,0,181.3,Can't Loose Them,12,MillasAerolinea
2336,32.23372521,0,0,0,0,25.74135813,0,0,0,0,0,0,0,42.02491665,0,0,80.66,Can't Loose Them,11,MillasRestoPub
2356,80.81549285,0,0,0,0,8.903850518,0,0,0,0,0,0,0,10.28065663,0,0,99.8,Can't Loose Them,11,MillasAerolinea
2378,27.60905577,0,0,0,0,72.39094423,0,0,0,0,0,0,0,0,0,0,,Can't Loose Them,10,MillasAerolinea
2461,4.088050314,0,0,0,0,95.91194969,0,0,0,0,0,0,0,0,0,0,62.38,Can't Loose Them,9,Visa prepago
2510,39.48903082,0,0,0,0,18.20327687,0,0,0,0,0,0,0,42.30769231,0,0,117.45,Can't Loose Them,9,MillasAerolinea
2552,24.91638796,0,0,0,0,75.08361204,0,0,0,0,0,0,0,0,0,0,192.52,Can't Loose Them,12,Visa débito
2573,47.16758458,0,0,0,0,42.60424862,0,0,0,0,0,0,0,10.2281668,0,0,,Can't Loose Them,10,MillasAerolinea
2660,10.3645786,0,0,0,0,72.72479316,0,0,0,0,0,0,0,16.91062824,0,0,53.38,Can't Loose Them,9,MillasAerolinea
2663,64.63206816,0,0,0,0,21.68861348,0,0,0,0,0,0,0,13.67931836,0,0,181.45,Can't Loose Them,11,Visa débito
2779,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,93.49,Can't Loose Them,12,Visa débito
29,90.2535049,0,6.321618334,0,0,3.424876768,0,0,0,0,0,0,0,0,0,0,139.27,Can't Loose Them,12,MillasRestoPub
139,10.30867793,0,18.00621239,0,0,71.68510969,0,0,0,0,0,0,0,0,0,0,168.94,Can't Loose Them,10,MillasAerolinea
159,0,0,18.47177803,0,0,68.4155934,0,0,0,0,0,0,0,0,0,13.11262858,103.38,Can't Loose Them,9,MillasRestoPub
240,77.73654917,0,8.562865706,0,0,0,0,0,0,0,0,0,0,13.70058513,0,0,149.14,Can't Loose Them,12,MillasAerolinea
345,49.9223301,0,35.06796117,0,0,0,0,0,0,0,0,0,0,15.00970874,0,0,,Can't Loose Them,10,MillasAerolinea
441,55.12345247,0,35.70679163,0,0,9.169755893,0,0,0,0,0,0,0,0,0,0,78.31,Can't Loose Them,12,Sin beneficio
504,32.52957915,0,8.986071589,0,0,0,0,0,0,0,0,0,0,58.48434926,0,0,90.1,Can't Loose Them,10,MillasAerolinea
536,36.19378307,0,24.38822751,0,0,39.41798942,0,0,0,0,0,0,0,0,0,0,,Can't Loose Them,11,MillasAerolinea
583,54.25241116,0,29.39811233,0,0,16.34947651,0,0,0,0,0,0,0,0,0,0,106.14,Can't Loose Them,12,Visa débito
696,65.99031589,0,34.00968411,0,0,0,0,0,0,0,0,0,0,0,0,0,300.24,Can't Loose Them,12,MillasAerolinea
706,39.53385716,0,48.99796945,0,0,0,0,0,0,0,0,0,0,11.46817339,0,0,100.28,Can't Loose Them,9,MillasAerolinea
869,62.24563751,0,23.13653342,0,0,14.61782907,0,0,0,0,0,0,0,0,0,0,163.27,Can't Loose Them,12,MillasAerolinea
987,83.79040618,0,8.010555084,0,0,0,0,0,0,0,0,0,0,8.199038733,0,0,52.65,Can't Loose Them,10,MillasRestoPub
991,84.31899642,0,15.68100358,0,0,0,0,0,0,0,0,0,0,0,0,0,77.44,Can't Loose Them,9,MillasHotel
1074,76.27364785,0,3.238087762,0,0,0,0,0,0,0,0,0,2.158725175,12.24585917,0,6.083680038,158.97,Can't Loose Them,12,MillasAerolinea
1501,82.58320929,0,13.19686344,0,0,0,0,0,0,0,0,0,0,0,0,4.219927264,397.59,Can't Loose Them,12,MillasAerolinea
509,77.89425706,0,13.10391978,0,0,0,0,0,0,9.001823154,0,0,0,0,0,0,76.26,Can't Loose Them,11,Visa débito
816,31.97969543,0,6.922011998,0,0,15.12459622,0,0,0,5.710659898,0,0,21.22750346,19.03553299,0,0,,Can't Loose Them,11,Sin beneficio
14,55.28791007,0,13.76462491,0,0,0,0,0,5.735260381,0,0,0,0,25.21220463,0,0,47.96,Can't Loose Them,9,MillasAerolinea
18,47.54858657,0,28.71024735,0,0,0,0,0,23.74116608,0,0,0,0,0,0,0,,Can't Loose Them,10,MillasAerolinea
259,33.74482255,0,21.92804353,0,0,7.171282384,0,0,6.903272964,30.25257858,0,0,0,0,0,0,86.8,Can't Loose Them,11,MillasAerolinea
578,0,0,17.20821946,0,0,0,0,0,7.531126632,75.26065391,0,0,0,0,0,0,313.25,Can't Loose Them,12,MillasAerolinea
788,91.47934875,0,5.305311157,0,0,0,0,0,3.215340095,0,0,0,0,0,0,0,223.33,Can't Loose Them,11,MillasAerolinea
909,17.39333396,0,9.569601344,0,0,0,0,0,16.50639529,11.99701242,0,0,0,44.53365699,0,0,,Can't Loose Them,11,MillasHotel
130,10.39961483,20.55849783,0,0,0,0,0,0,39.72075108,29.32113625,0,0,0,0,0,0,132.1,Can't Loose Them,11,Visa prepago
346,21.60433392,54.7875465,0,0,0,0,0,0,12.2185236,11.38959598,0,0,0,0,0,0,125.99,Can't Loose Them,11,Sin beneficio
663,6.673728814,32.36228814,0,0,0,0,0,0,29.81991525,31.1440678,0,0,0,0,0,0,68.45,Can't Loose Them,9,Visa débito
743,64.68224064,20.94323034,0,0,0,0,0,0,0,7.472996734,0,0,0,6.901532278,0,0,131.25,Can't Loose Them,10,MillasHotel
744,0,30.63510246,0,0,0,0,0,0,53.45551737,15.90938017,0,0,0,0,0,0,47.5,Can't Loose Them,10,MillasAerolinea
823,51.41451415,9.430094301,0,0,0,0,0,0,0,23.90323903,0,0,0,15.25215252,0,0,97.1,Can't Loose Them,11,MillasAerolinea
1049,32.89371606,51.20248254,0,0,0,0,0,0,0,15.9038014,0,0,0,0,0,0,43.92,Can't Loose Them,9,MillasAerolinea
1126,11.89085235,23.87967633,0,0,0,0,0,0,21.69890054,25.01905004,0,0,0,17.51152074,0,0,218.89,Can't Loose Them,11,MillasRestoPub
1498,8.133220707,75.52793532,0,0,0,5.16471582,0,0,0,7.179920357,0,0,0,3.994207795,0,0,52.06,Can't Loose Them,9,Visa prepago
1678,14.0980455,34.92470362,0,0,0,0,0,0,24.59147709,23.18968279,0,0,0,3.196090996,0,0,52.29,Can't Loose Them,10,Visa débito
1800,31.04246488,38.54565773,0,0,0,0,0,0,15.1261175,15.2857599,0,0,0,0,0,0,75.98,Can't Loose Them,11,Visa débito
1929,1.506672406,32.02755058,0,0,0,0,0,0,9.578131726,9.578131726,0,0,0,47.30951356,0,0,27.28,Can't Loose Them,9,MillasRestoPub
2069,65.26731252,18.72084679,0,0,0,0,0,0,0,7.400430571,0,0,0,8.611410118,0,0,103.23,Can't Loose Them,9,MillasAerolinea
2184,0,47.12591829,0,0,0,0,0,0,28.77303776,24.10104395,0,0,0,0,0,0,132.73,Can't Loose Them,10,MillasAerolinea
2277,13.35315408,9.830661841,0,0,0,0,0,0,15.60884178,61.2073423,0,0,0,0,0,0,117.66,Can't Loose Them,12,Visa débito
2423,54.91697091,12.28359439,0,0,0,0,0,0,3.474266871,29.32516782,0,0,0,0,0,0,35.73,Can't Loose Them,9,MillasAerolinea
2437,27.75957841,46.10454351,0,0,0,0,0,0,0,26.13587808,0,0,0,0,0,0,50.72,Can't Loose Them,9,Visa débito
2522,59.55406231,5.31154551,0,0,0,0,0,0,2.718387294,19.97556506,0,0,0,12.44043983,0,0,223.34,Can't Loose Them,11,MillasAerolinea
2659,74.74299197,17.27992809,0,0,0,0,0,0,5.449132071,2.527947868,0,0,0,0,0,0,164.51,Can't Loose Them,12,Visa débito
484,61.90034112,4.505807677,0,0,0,10.03929358,0,0,23.55455762,0,0,0,0,0,0,0,356.35,Can't Loose Them,12,Sin beneficio
742,18.40569135,37.55928493,0,0,0,27.61765779,0,0,16.41736592,0,0,0,0,0,0,0,73.08,Can't Loose Them,9,MillasHotel
1075,27.90628328,44.60063898,0,0,0,20.05963791,0,0,6.368477103,0,0,0,0,0,0,1.064962726,122.15,Can't Loose Them,11,MillasHotel
1388,49.01557071,17.5974778,11.25981212,0,0,0,0,0,6.659374598,0,0,0,0,15.46776477,0,0,119.28,Can't Loose Them,11,MillasRestoPub
385,54.73273127,14.88894313,0,0,0,0,0,0,6.468147425,0,0,0,0,12.68245057,0,11.22772761,99.76,Can't Loose Them,11,MillasHotel
893,41.0148199,24.69329669,0,0,0,0,0,0,6.330356267,0,0,0,0,23.05427422,0,4.90725292,112.68,Can't Loose Them,12,Visa débito
1859,35.6937799,51.63719576,0,0,0,0,0,0,2.059496568,0,0,0,0,0,0,10.60952777,162.88,Can't Loose Them,11,MillasRestoPub
2603,73.31685161,9.843040304,0,0,0,0,0,0,2.0123038,0,0,0,0,2.753981487,0,12.0738228,51.31,Can't Loose Them,11,MillasRestoPub
17,72.4191645,17.59735662,0,0,0,0,0,0,3.568562662,0,0,0,0,6.414916214,0,0,96.2,Can't Loose Them,10,MillasAerolinea
54,25.59249787,22.71099744,0,0,0,0,0,0,42.32736573,0,0,0,0,9.36913896,0,0,98.96,Can't Loose Them,10,MillasRestoPub
166,72.65469062,17.04590818,0,0,0,0,0,0,10.2994012,0,0,0,0,0,0,0,73.67,Can't Loose Them,11,Visa débito
235,67.2200724,28.72300587,0,0,0,0,0,0,4.056921733,0,0,0,0,0,0,0,76.86,Can't Loose Them,9,MillasAerolinea
267,62.25598712,22.80639968,0,0,0,0,0,0,10.0623868,0,0,0,0,4.875226404,0,0,158.33,Can't Loose Them,11,MillasAerolinea
269,27.19121429,42.89288941,0,0,0,0,0,0,16.85549454,0,0,0,0,13.06040175,0,0,21,Can't Loose Them,12,MillasAerolinea
459,88.3491164,5.983893819,0,0,0,0,0,0,5.666989785,0,0,0,0,0,0,0,190.58,Can't Loose Them,12,Visa débito
483,92.50592083,4.674636292,0,0,0,0,0,0,2.819442878,0,0,0,0,0,0,0,145.25,Can't Loose Them,12,MillasAerolinea
492,51.9837233,17.54832146,0,0,0,0,0,0,30.46795524,0,0,0,0,0,0,0,79.8,Can't Loose Them,9,MillasAerolinea
691,20.63885648,57.81067678,0,0,0,0,0,0,21.55046674,0,0,0,0,0,0,0,71.78,Can't Loose Them,11,MillasAerolinea
794,70.38113998,19.5728981,0,0,0,0,0,0,5.987555889,0,0,0,0,4.058406028,0,0,205.15,Can't Loose Them,11,MillasHotel
845,64.40468423,22.37370789,0,0,0,0,0,0,13.22160788,0,0,0,0,0,0,0,281.56,Can't Loose Them,12,MillasAerolinea
853,44.92278401,28.00930823,0,0,0,0,0,0,20.09731331,0,0,0,0,6.970594457,0,0,45.48,Can't Loose Them,9,MillasRestoPub
1002,60.92761162,33.22063286,0,0,0,0,0,0,5.851755527,0,0,0,0,0,0,0,76.64,Can't Loose Them,9,MillasHotel
1294,59.45469343,34.50895279,0,0,0,0,0,0,6.036353771,0,0,0,0,0,0,0,40.52,Can't Loose Them,9,MillasRestoPub
1317,12.29737283,23.82815619,0,0,0,0,0,0,63.87447097,0,0,0,0,0,0,0,95.39,Can't Loose Them,11,MillasAerolinea
1761,89.677118,6.089799731,0,0,0,0,0,0,4.233082268,0,0,0,0,0,0,0,125.76,Can't Loose Them,11,Sin beneficio
1803,22.71856208,75.79462103,0,0,0,0,0,0,1.48681689,0,0,0,0,0,0,0,94.38,Can't Loose Them,10,MillasAerolinea
1919,32.42369838,33.94374626,0,0,0,0,0,0,33.63255536,0,0,0,0,0,0,0,98.91,Can't Loose Them,11,MillasAerolinea
1982,62.20645548,12.56120715,0,0,0,0,0,0,25.23233736,0,0,0,0,0,0,0,58.24,Can't Loose Them,9,MillasRestoPub
2011,52.90953976,29.72138953,0,0,0,0,0,0,12.51983777,0,0,0,4.84923294,0,0,0,88.92,Can't Loose Them,10,Visa débito
2174,14.41962193,22.52773004,0,0,0,0,0,0,63.05264802,0,0,0,0,0,0,0,23.65,Can't Loose Them,9,Visa débito
2182,42.45258732,50.72513516,0,0,0,0,0,0,6.822277525,0,0,0,0,0,0,0,44.59,Can't Loose Them,10,Visa débito
161,12.89856134,82.16861295,3.422777025,0,0,0,0,0,0,0,0,0,0,0,0,1.510048688,476.16,Can't Loose Them,12,MillasAerolinea
579,59.56872195,8.023101213,32.40817683,0,0,0,0,0,0,0,0,0,0,0,0,0,150.29,Can't Loose Them,10,MillasAerolinea
669,66.91205997,17.02583322,16.06210681,0,0,0,0,0,0,0,0,0,0,0,0,0,125.42,Can't Loose Them,10,MillasAerolinea
1100,63.46469622,20.52545156,6.157635468,0,0,0,0,0,0,0,0,0,0,9.852216749,0,0,47.48,Can't Loose Them,9,MillasRestoPub
1757,12.89276529,49.6477692,20.6865705,0,0,0,0,0,0,0,0,0,0,11.18193,0,5.590965001,79.43,Can't Loose Them,10,Visa débito
1937,23.32466782,41.11785095,8.665511265,0,0,26.89196996,0,0,0,0,0,0,0,0,0,0,,Can't Loose Them,9,Visa débito
2379,32.10281652,59.01011758,8.887065901,0,0,0,0,0,0,0,0,0,0,0,0,0,36.42,Can't Loose Them,9,Visa débito
216,12.20504475,83.726607,0,0,0,0,0,0,0,0,0,0,0,0,0,4.068348251,,Can't Loose Them,9,MillasRestoPub
394,82.5742789,4.641075689,0,0,0,0,0,0,0,0,0,0,0,3.567555845,0,9.217089568,175.88,Can't Loose Them,12,MillasAerolinea
645,80.21162215,15.5218022,0,0,0,0,0,0,0,0,0,0,0,0,0,4.266575646,,Can't Loose Them,9,MillasAerolinea
666,32.97263254,19.2545517,0,0,0,35.7551815,0,0,0,0,0,0,0,8.009847704,0,4.007786557,86.33,Can't Loose Them,9,MillasHotel
963,75.59903735,23.09302082,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307941823,76.5,Can't Loose Them,12,MillasAerolinea
980,76.3800905,14.22511312,0,0,0,7.415158371,0,0,0,0,0,0,0,0,0,1.979638009,89.04,Can't Loose Them,12,Visa débito
989,23.99273733,64.11896939,0,0,0,0,0,0,0,0,0,0,0,3.242261802,0,8.646031472,79,Can't Loose Them,10,MillasAerolinea
1251,84.44587629,1.378865979,0,0,0,0,0,0,0,0,0,0,0,0,0,14.17525773,153.06,Can't Loose Them,11,MillasAerolinea
1409,0,79.55535694,0,0,0,0,0,0,0,0,0,0,0,6.479722936,0,13.96492012,15.4,Can't Loose Them,11,MillasAerolinea
1693,61.85848526,24.90563007,0,0,0,0,0,0,0,0,0,0,0,3.59810457,0,9.637780098,53.18,Can't Loose Them,10,MillasRestoPub
