_id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,race,gender
7035,0,0,coupon,instagram,3,70.99,7,10,something,white,male
7036,0,0,control,google,0,0,4,15,nothing,minority,female
7037,0,0,coupon,google,0,0,2,9,something,minority,male
7038,0,0,coupon,facebook,6,52.49,3,5,nothing,white,male
7039,0,0,control,google,1,164.97,5,15,nothing,minority,female
7040,0,0,control,instagram,0,0,3,7,nothing,white,male
7041,0,0,control,google,0,0,0,24,nothing,minority,female
7042,0,0,coupon,google,3,119.98,1,19,something,white,male
7043,0,0,coupon,instagram,0,0,6,1,something,white,female
7044,0,0,coupon,instagram,1,79.99,6,22,nothing,white,female
7045,0,0,control,instagram,4,67.99,3,22,nothing,white,female
7046,0,0,control,google,1,65.99,0,1,nothing,white,male
7047,0,0,control,facebook,0,0,6,13,nothing,white,male
7048,0,0,coupon,instagram,2,54.99,5,11,nothing,white,female
7049,0,0,control,instagram,1,143.98,4,12,nothing,white,female
7050,0,0,control,instagram,2,43.99,5,1,something,minority,male
7051,0,0,coupon,other,0,0,1,5,something,white,male
7052,0,0,control,instagram,0,0,5,25,nothing,white,female
7053,0,0,control,google,1,57.99,0,12,nothing,minority,female
7054,0,0,coupon,instagram,4,53.49,6,19,nothing,white,female
7055,0,0,coupon,google,4,76.99,6,12,something,white,male
7056,0,0,coupon,instagram,2,55.99,4,25,nothing,white,female
7057,0,0,coupon,google,0,0,2,3,nothing,white,male
7058,0,0,coupon,instagram,4,144.98,2,2,nothing,white,male
7059,2,92.98,control,instagram,7,46.49,0,16,nothing,white,female
7060,0,0,coupon,facebook,1,135.98,0,4,nothing,white,male
7061,2,83.184,coupon,referral,9,51.99,5,17,nothing,white,female
7062,0,0,control,referral,3,63.49,6,8,nothing,white,male
7063,0,0,coupon,google,3,128.97,6,17,something,white,female
7064,0,0,coupon,instagram,2,50.99,2,21,something,white,female
7065,0,0,coupon,google,0,0,2,17,something,white,male
7066,0,0,control,instagram,3,63.49,5,12,something,white,male
7067,0,0,control,facebook,3,73.99,2,2,something,white,male
7068,0,0,coupon,instagram,0,0,6,12,nothing,white,female
7069,1,66.99,control,instagram,6,66.99,5,18,something,white,female
7070,0,0,control,instagram,5,85.99,0,9,nothing,white,male
7071,0,0,coupon,google,0,0,7,18,nothing,minority,female
7072,0,0,coupon,facebook,0,0,5,10,nothing,white,female
7073,1,62.49,control,instagram,8,62.49,5,20,nothing,white,female
7074,0,0,coupon,google,1,65.99,0,20,nothing,white,female
7075,0,0,coupon,facebook,1,157.47,5,10,something,white,male
7076,0,0,coupon,google,6,65.99,4,16,something,white,female
7077,0,0,control,facebook,3,67.99,2,24,nothing,white,female
7078,0,0,control,google,1,69.49,5,3,nothing,minority,male
7079,0,0,control,facebook,1,164.97,1,22,something,white,female
7080,0,0,control,instagram,2,71.99,4,10,nothing,white,male
7081,0,0,control,instagram,1,58.99,4,18,nothing,white,female
7082,0,0,control,facebook,0,0,1,18,nothing,white,female
7083,1,51.99,control,instagram,3,103.98,1,25,something,white,female
7084,0,0,coupon,google,0,0,0,17,something,minority,female
7085,0,0,control,instagram,1,48.99,6,10,nothing,white,female
7086,0,0,control,instagram,3,117.98,7,21,nothing,white,female
7087,0,0,coupon,facebook,2,105.98,1,3,something,white,male
7088,0,0,coupon,referral,0,0,6,22,something,white,female
7089,0,0,coupon,google,3,64.99,0,5,nothing,white,male
7090,0,0,control,instagram,1,79.99,0,11,nothing,white,male
7091,0,0,control,google,0,0,3,10,something,white,male
7092,0,0,control,instagram,1,108.98,5,12,something,white,male
7093,0,0,coupon,referral,0,0,5,19,nothing,white,female
7094,0,0,coupon,google,0,0,5,6,something,minority,male
7095,0,0,coupon,facebook,5,53.99,6,18,nothing,white,female
7096,0,0,control,google,3,170.97,7,19,something,minority,female
7097,0,0,control,google,1,53.99,1,18,nothing,white,female
7098,0,0,coupon,instagram,2,56.49,4,20,nothing,white,female
7099,0,0,control,other,0,0,4,17,nothing,white,female
7100,0,0,control,google,5,57.99,1,20,nothing,minority,female
7101,0,0,control,google,0,0,6,17,nothing,minority,female
7102,0,0,control,facebook,0,0,7,9,nothing,white,male
7103,0,0,control,facebook,3,200.97,5,20,nothing,white,female
7104,0,0,control,google,3,48.49,5,15,something,minority,female
7105,0,0,coupon,google,5,95.98,2,16,nothing,white,female
7106,0,0,coupon,referral,5,52.99,5,5,nothing,white,male
7107,0,0,coupon,facebook,1,170.97,5,3,nothing,white,male
7108,0,0,coupon,instagram,1,76.99,7,14,nothing,white,female
7109,0,0,control,instagram,3,49.49,2,8,nothing,white,male
7110,0,0,coupon,other,0,0,3,25,nothing,white,female
7111,0,0,coupon,google,5,62.99,1,16,nothing,minority,female
7112,0,0,coupon,instagram,1,51.99,7,20,nothing,white,male
7113,0,0,coupon,referral,6,196.47,2,15,nothing,white,male
7114,0,0,control,google,1,72.49,0,6,something,minority,male
7115,0,0,control,instagram,3,71.99,1,19,nothing,white,female
7116,0,0,coupon,google,0,0,5,14,nothing,minority,male
7117,0,0,control,instagram,3,145.98,5,5,nothing,white,male
7118,0,0,control,google,7,76.49,4,2,something,white,male
7119,0,0,control,google,2,53.99,0,11,nothing,minority,male
7120,0,0,control,facebook,3,111.98,1,19,nothing,white,female
7121,2,164.98,control,instagram,12,247.47,6,19,nothing,white,female
7122,0,0,control,facebook,0,0,5,13,something,white,male
7123,0,0,control,google,1,54.99,5,15,something,minority,female
7124,0,0,coupon,google,1,179.97,1,9,nothing,minority,male
7125,0,0,control,google,0,0,2,8,nothing,minority,female
7126,0,0,coupon,instagram,2,122.98,5,18,nothing,white,female
7127,0,0,control,facebook,1,54.49,5,12,nothing,white,male
7128,0,0,coupon,instagram,3,70.99,3,16,nothing,white,female
7129,0,0,control,google,5,95.98,7,19,something,minority,female
7130,0,0,coupon,instagram,0,0,3,26,nothing,minority,female
7131,3,149.976,coupon,facebook,13,62.49,3,19,nothing,white,female
7132,0,0,control,google,0,0,5,7,something,minority,female
7133,0,0,coupon,google,2,163.98,4,28,nothing,white,male
7134,0,0,control,google,2,46.99,4,13,nothing,white,female
7135,0,0,control,instagram,2,58.99,4,15,nothing,white,male
7136,0,0,coupon,google,0,0,7,12,something,minority,female
7137,0,0,coupon,facebook,1,71.98,1,2,something,minority,male
7138,0,0,control,instagram,2,57.99,0,27,nothing,white,female
7139,0,0,coupon,google,2,197.97,1,11,nothing,minority,male
7140,0,0,control,facebook,0,0,7,10,something,minority,male
7141,1,51.99,control,facebook,5,155.97,0,6,something,white,female
7142,0,0,control,google,0,0,2,6,nothing,minority,male
7143,0,0,coupon,google,0,0,4,10,something,white,female
7144,0,0,control,google,3,61.49,7,16,nothing,white,female
7145,0,0,control,google,0,0,0,16,nothing,minority,female
7146,0,0,coupon,facebook,3,101.98,6,4,nothing,white,male
7147,0,0,coupon,google,0,0,3,16,nothing,white,female
7148,0,0,coupon,referral,7,50.99,4,8,nothing,white,male
7149,0,0,coupon,google,0,0,5,20,nothing,minority,female
7150,0,0,control,google,0,0,3,21,nothing,white,female
7151,0,0,control,google,1,46.99,0,14,nothing,minority,female
7152,0,0,control,facebook,0,0,7,19,nothing,white,female
7153,0,0,coupon,google,0,0,5,2,nothing,minority,male
7154,0,0,control,facebook,1,64.99,5,23,something,white,female
7155,0,0,control,instagram,0,0,4,3,something,white,male
7156,0,0,control,google,1,129.98,1,26,nothing,white,female
7157,0,0,coupon,referral,1,123.98,6,5,nothing,white,male
7158,1,51.192,coupon,facebook,2,63.99,5,13,something,white,female
7159,0,0,control,facebook,1,62.49,6,4,nothing,white,male
7160,1,35.992,coupon,instagram,3,44.99,1,25,nothing,white,female
7161,1,81.99,control,instagram,9,81.99,7,19,nothing,white,female
7162,0,0,control,google,0,0,7,9,something,minority,male
7163,0,0,control,instagram,2,63.49,7,22,nothing,white,female
7164,0,0,coupon,instagram,6,49.49,7,16,nothing,white,male
7165,0,0,coupon,instagram,2,62.49,7,15,nothing,white,female
7166,0,0,control,facebook,3,157.98,2,6,something,white,male
7167,0,0,control,google,1,84.98,5,14,something,white,male
7168,0,0,control,facebook,1,38.99,5,19,nothing,white,male
7169,0,0,coupon,instagram,2,114.98,5,2,something,white,male
7170,0,0,coupon,instagram,1,47.99,6,8,something,white,male
7171,0,0,coupon,google,0,0,4,16,nothing,minority,male
7172,0,0,coupon,facebook,3,63.99,0,1,something,white,male
7173,0,0,control,instagram,3,119.98,0,19,nothing,white,female
7174,0,0,control,google,0,0,2,14,nothing,minority,female
7175,0,0,coupon,instagram,3,182.97,1,25,nothing,white,female
7176,0,0,control,instagram,4,66.99,6,14,nothing,white,female
7177,0,0,control,google,0,0,1,3,nothing,white,male
7178,0,0,coupon,facebook,0,0,2,13,nothing,white,female
7179,0,0,control,instagram,0,0,1,19,something,minority,female
7180,0,0,coupon,google,12,56.99,7,4,nothing,minority,male
7181,0,0,coupon,google,0,0,6,18,nothing,white,female
7182,0,0,coupon,google,2,66.99,4,14,nothing,white,female
7183,0,0,coupon,google,0,0,4,14,nothing,white,male
7184,0,0,coupon,instagram,3,111.98,6,21,nothing,white,female
7185,0,0,control,google,1,62.49,6,3,nothing,white,male
7186,0,0,coupon,google,1,68.49,1,2,nothing,minority,male
7187,2,108.784,coupon,instagram,2,67.99,3,5,something,white,female
7188,0,0,control,instagram,1,185.97,4,13,nothing,white,female
7189,1,59.592,coupon,other,2,148.98,0,11,something,white,male
7190,0,0,control,referral,3,51.99,4,4,nothing,white,male
7191,0,0,control,google,0,0,2,24,nothing,minority,female
7192,0,0,coupon,instagram,0,0,2,21,nothing,white,female
7193,0,0,coupon,instagram,1,74.99,0,2,nothing,white,male
7194,0,0,control,instagram,4,54.99,2,21,nothing,white,female
7195,0,0,coupon,instagram,4,129.98,1,25,nothing,white,female
7196,0,0,coupon,google,1,129.98,1,21,something,minority,female
7197,0,0,control,google,4,132.98,0,19,something,white,female
7198,0,0,control,instagram,1,158.97,2,18,nothing,minority,female
7199,0,0,control,google,1,72.99,6,4,nothing,white,male
7200,0,0,coupon,instagram,0,0,5,15,nothing,white,female
7201,0,0,control,google,1,52.49,7,9,nothing,minority,male
7202,0,0,coupon,instagram,9,52.99,0,3,something,white,male
7203,0,0,control,google,3,80.99,0,10,nothing,white,female
7204,0,0,coupon,google,1,205.47,4,8,nothing,white,male
7205,1,64.99,control,instagram,2,64.99,0,23,nothing,minority,female
7206,0,0,coupon,facebook,2,137.98,7,2,nothing,white,male
7207,0,0,coupon,facebook,0,0,1,13,nothing,white,female
7208,1,41.192,coupon,facebook,1,51.49,1,9,something,white,male
7209,0,0,control,google,1,75.49,5,2,nothing,white,male
7210,0,0,coupon,google,4,116.98,6,4,nothing,minority,male
7211,0,0,control,instagram,0,0,6,23,nothing,white,female
7212,0,0,coupon,google,0,0,4,19,nothing,minority,female
7213,0,0,control,google,0,0,1,12,something,minority,male
7214,0,0,coupon,google,3,121.98,0,17,nothing,white,male
7215,0,0,coupon,facebook,0,0,5,17,nothing,white,female
7216,0,0,control,instagram,3,164.97,1,6,nothing,white,male
7217,0,0,coupon,instagram,0,0,2,25,something,white,female
7218,1,48.392,coupon,facebook,7,60.49,5,4,something,white,male
7219,0,0,coupon,other,0,0,5,24,something,white,female
7220,0,0,control,google,2,73.99,0,10,something,white,female
7221,0,0,control,instagram,5,66.49,6,14,nothing,white,male
7222,0,0,coupon,instagram,0,0,7,8,nothing,white,female
7223,0,0,control,instagram,0,0,6,12,nothing,minority,female
7224,0,0,coupon,instagram,2,78.99,2,20,nothing,white,female
7225,0,0,control,google,1,48.99,7,11,nothing,white,male
7226,0,0,coupon,google,1,41.49,1,13,nothing,white,female
7227,1,73.99,control,instagram,1,147.98,0,23,something,white,female
7228,0,0,coupon,referral,0,0,6,3,something,white,male
7229,0,0,coupon,google,0,0,3,15,nothing,white,female
7230,0,0,control,facebook,3,152.97,0,14,nothing,white,female
7231,0,0,coupon,google,1,128.98,5,21,nothing,minority,female
7232,1,46.792,coupon,facebook,0,0,0,19,something,white,female
7233,0,0,coupon,google,1,126.98,6,12,nothing,minority,female
7234,0,0,control,instagram,0,0,6,3,nothing,white,male
7235,0,0,control,facebook,0,0,4,19,nothing,white,female
7236,0,0,control,google,0,0,0,22,nothing,minority,female
7237,0,0,coupon,instagram,6,67.49,5,28,nothing,white,female
7238,0,0,coupon,facebook,0,0,5,25,nothing,white,female
7239,0,0,coupon,instagram,0,0,5,16,nothing,white,female
7240,0,0,coupon,instagram,5,66.99,4,12,nothing,white,female
7241,0,0,control,instagram,1,155.97,0,21,nothing,white,female
7242,0,0,coupon,google,1,53.49,6,22,nothing,minority,female
7243,0,0,control,google,6,70.49,0,21,something,minority,male
7244,0,0,control,google,0,0,0,18,nothing,minority,female
7245,2,111.98,control,google,11,55.99,0,16,nothing,minority,female
7246,0,0,control,google,0,0,5,3,nothing,white,male
7247,0,0,coupon,other,1,129.98,4,5,nothing,white,male
7248,0,0,coupon,facebook,1,122.98,6,2,something,white,male
7249,0,0,coupon,other,2,42.99,5,11,nothing,white,male
7250,0,0,coupon,google,5,52.99,6,16,nothing,minority,female
7251,0,0,control,google,0,0,4,13,something,white,male
7252,1,49.592,coupon,instagram,3,61.99,4,31,nothing,white,female
7253,0,0,control,instagram,1,46.99,0,26,nothing,white,female
7254,0,0,control,instagram,4,93.98,4,11,nothing,white,female
7255,0,0,coupon,referral,1,57.49,4,14,nothing,white,male
7256,0,0,control,google,1,154.47,3,18,nothing,minority,female
7257,0,0,coupon,google,5,43.49,4,14,something,minority,female
7258,0,0,coupon,google,3,108.98,5,11,something,white,female
7259,0,0,coupon,instagram,0,0,2,10,something,white,female
7260,0,0,control,google,5,79.99,1,15,nothing,white,female
7261,1,41.49,control,instagram,1,82.98,0,9,something,white,female
7262,0,0,coupon,facebook,5,128.98,7,19,something,white,female
7263,0,0,control,facebook,0,0,3,8,nothing,white,male
7264,0,0,coupon,google,0,0,5,17,nothing,minority,female
7265,0,0,coupon,google,1,60.99,5,13,nothing,minority,male
7266,0,0,coupon,facebook,1,56.49,6,20,nothing,white,female
7267,0,0,coupon,google,0,0,4,6,nothing,white,male
7268,0,0,coupon,google,1,77.99,7,2,nothing,minority,male
7269,0,0,control,facebook,0,0,3,2,nothing,white,male
7270,0,0,control,google,4,113.98,4,15,something,minority,male
7271,0,0,control,instagram,6,54.49,1,17,something,minority,male
7272,0,0,coupon,google,2,71.49,3,18,nothing,white,female
7273,0,0,coupon,facebook,0,0,0,7,something,minority,male
7274,0,0,coupon,google,2,124.98,4,24,nothing,white,female
7275,0,0,coupon,google,4,141.98,7,4,something,white,male
7276,0,0,control,instagram,2,59.49,6,2,nothing,white,male
7277,0,0,control,instagram,2,56.49,3,15,nothing,white,female
7278,1,56.49,control,referral,4,112.98,1,13,nothing,white,female
7279,0,0,control,instagram,0,0,2,5,nothing,white,male
7280,0,0,coupon,google,6,303.96,5,22,nothing,minority,female
7281,0,0,coupon,instagram,0,0,0,16,nothing,white,female
7282,0,0,coupon,facebook,0,0,1,12,nothing,white,female
7283,0,0,control,google,3,113.98,7,10,nothing,minority,female
7284,0,0,coupon,referral,2,152.98,5,17,nothing,white,female
7285,0,0,control,google,0,0,0,21,nothing,white,female
7286,0,0,control,facebook,0,0,0,16,nothing,white,male
7287,0,0,control,instagram,0,0,2,16,nothing,white,female
7288,0,0,control,instagram,1,67.49,0,20,nothing,white,female
7289,0,0,coupon,instagram,2,115.98,4,1,nothing,white,male
7290,0,0,control,facebook,0,0,3,14,nothing,white,female
7291,0,0,control,google,8,62.49,2,16,nothing,white,female
7292,0,0,control,facebook,1,66.99,4,17,nothing,white,female
7293,0,0,coupon,google,0,0,5,33,nothing,white,female
7294,0,0,control,google,2,141.98,3,7,nothing,white,male
7295,0,0,control,facebook,0,0,6,19,nothing,white,female
7296,0,0,control,google,8,59.99,5,16,nothing,white,female
7297,1,56.792,coupon,instagram,4,70.99,1,5,nothing,white,male
7298,0,0,control,facebook,0,0,5,8,nothing,white,male
7299,0,0,coupon,google,1,58.99,1,19,something,white,female
7300,0,0,coupon,google,0,0,2,7,something,minority,male
7301,0,0,control,instagram,0,0,0,24,nothing,white,female
7302,0,0,control,facebook,1,65.99,5,18,nothing,white,male
7303,0,0,control,facebook,1,59.49,5,10,nothing,white,male
7304,0,0,control,facebook,1,75.99,5,3,nothing,white,male
7305,0,0,coupon,instagram,0,0,0,14,something,white,male
7306,0,0,control,google,1,40.49,0,3,something,minority,male
7307,0,0,coupon,google,2,79.49,2,7,something,white,male
7308,1,68.99,control,facebook,3,68.99,4,24,nothing,minority,female
7309,0,0,coupon,google,6,281.96,4,8,nothing,white,female
7310,0,0,control,google,5,103.98,4,20,nothing,white,female
7311,0,0,control,instagram,2,143.98,0,10,something,white,male
7312,2,123.98,control,instagram,3,61.99,1,9,nothing,minority,female
7313,1,56.392,coupon,facebook,1,70.49,7,11,nothing,white,female
7314,0,0,control,instagram,0,0,5,23,nothing,white,female
7315,0,0,control,instagram,3,104.97,0,25,something,white,female
7316,0,0,control,instagram,2,72.99,5,5,nothing,white,female
7317,0,0,coupon,google,2,78.99,6,9,nothing,white,male
7318,1,63.49,control,instagram,2,63.49,5,15,something,minority,female
7319,1,55.192,coupon,instagram,0,0,6,3,something,white,male
7320,0,0,control,instagram,0,0,2,5,something,white,male
7321,1,61.192,coupon,instagram,3,76.49,4,22,nothing,minority,female
7322,0,0,coupon,instagram,3,53.99,5,26,nothing,white,female
7323,0,0,coupon,facebook,0,0,1,26,nothing,white,female
7324,0,0,control,facebook,0,0,4,8,nothing,white,male
7325,0,0,control,instagram,2,149.98,3,21,nothing,white,female
7326,0,0,coupon,google,2,133.98,4,16,nothing,minority,female
7327,0,0,coupon,google,3,211.96,2,15,nothing,white,female
7328,0,0,coupon,instagram,0,0,4,20,nothing,white,female
7329,0,0,coupon,google,7,123.98,7,14,nothing,minority,female
7330,0,0,control,instagram,0,0,4,16,something,white,female
7331,0,0,control,instagram,0,0,0,2,nothing,white,male
7332,0,0,control,google,0,0,3,1,nothing,minority,male
7333,0,0,coupon,google,2,54.49,4,20,something,white,female
7334,0,0,control,instagram,3,74.49,3,14,nothing,white,female
7335,0,0,coupon,google,3,75.99,2,13,nothing,white,female
7336,0,0,coupon,other,12,118.98,4,13,nothing,white,female
7337,0,0,control,google,2,63.99,4,7,nothing,minority,male
7338,0,0,control,google,0,0,1,19,nothing,minority,female
7339,0,0,control,google,0,0,7,19,nothing,minority,female
7340,0,0,coupon,facebook,2,59.99,3,5,nothing,white,male
7341,0,0,coupon,google,0,0,0,20,nothing,minority,female
7342,0,0,control,google,3,59.49,0,16,something,white,female
7343,0,0,control,facebook,3,46.49,2,13,nothing,white,female
7344,0,0,coupon,google,2,103.98,1,22,nothing,white,female
7345,0,0,coupon,google,3,70.99,3,3,nothing,white,male
7346,0,0,control,instagram,1,68.99,5,21,nothing,minority,female
7347,0,0,coupon,google,0,0,0,10,nothing,white,male
7348,0,0,control,facebook,0,0,6,16,nothing,white,female
7349,1,42.392,coupon,facebook,1,52.99,4,5,something,white,male
7350,1,68.99,control,instagram,6,206.97,1,4,nothing,white,male
7351,0,0,coupon,google,2,62.99,7,13,something,white,female
7352,0,0,control,google,9,60.99,0,9,nothing,white,male
7353,0,0,control,google,1,46.99,6,26,something,white,female
7354,0,0,coupon,google,3,48.99,6,14,something,white,male
7355,0,0,control,google,0,0,1,13,nothing,minority,male
7356,1,49.592,coupon,other,6,61.99,4,13,nothing,white,female
7357,0,0,coupon,facebook,4,40.49,5,8,nothing,white,female
7358,0,0,coupon,facebook,4,66.49,0,15,something,minority,male
7359,0,0,control,google,5,67.49,5,21,something,white,female
7360,0,0,control,instagram,4,88.99,6,4,something,white,male
7361,0,0,coupon,google,0,0,1,8,nothing,minority,male
7362,0,0,control,referral,0,0,0,9,something,white,male
7363,0,0,coupon,facebook,1,85.99,7,9,something,white,female
7364,1,68.49,control,instagram,0,0,2,19,nothing,white,female
7365,0,0,control,google,0,0,2,14,nothing,minority,male
7366,0,0,control,google,2,46.99,6,11,nothing,minority,female
7367,0,0,coupon,google,1,80.99,1,17,nothing,minority,female
7368,0,0,coupon,google,1,65.49,5,11,something,white,female
7369,0,0,control,instagram,6,57.99,2,13,nothing,white,male
7370,0,0,control,facebook,8,70.99,3,13,nothing,white,male
7371,0,0,coupon,google,0,0,4,2,nothing,minority,male
7372,0,0,control,other,1,70.99,6,10,something,white,male
7373,1,51.192,coupon,referral,6,63.99,2,3,something,white,male
7374,0,0,coupon,google,0,0,5,11,nothing,minority,female
7375,0,0,coupon,google,4,64.49,7,17,nothing,white,female
7376,0,0,control,google,5,55.99,6,10,nothing,white,female
7377,0,0,control,google,2,120.98,1,13,nothing,white,male
7378,0,0,coupon,google,1,58.49,5,18,nothing,minority,female
7379,0,0,coupon,google,4,71.49,4,7,nothing,white,male
7380,0,0,coupon,google,11,121.98,4,13,nothing,white,female
7381,0,0,coupon,instagram,1,56.99,7,7,nothing,white,male
7382,0,0,coupon,instagram,1,52.99,3,2,nothing,white,male
7383,0,0,coupon,instagram,0,0,1,4,nothing,white,male
7384,1,70.99,control,instagram,4,141.98,1,16,nothing,white,female
7385,0,0,coupon,google,0,0,4,13,nothing,minority,female
7386,1,64.792,coupon,referral,0,0,3,4,nothing,white,male
7387,0,0,coupon,google,0,0,4,8,nothing,white,male
7388,0,0,coupon,facebook,1,73.49,3,14,nothing,white,female
7389,0,0,control,google,3,61.99,5,28,nothing,minority,female
7390,0,0,coupon,facebook,0,0,1,10,nothing,white,male
7391,0,0,control,google,2,57.49,2,19,nothing,minority,female
7392,0,0,coupon,google,0,0,0,21,nothing,minority,female
7393,0,0,coupon,google,3,63.99,5,1,something,white,male
7394,0,0,coupon,instagram,1,115.98,6,17,nothing,white,female
7395,0,0,control,other,1,70.99,7,3,nothing,white,male
7396,0,0,coupon,instagram,5,123.98,3,14,something,white,male
7397,0,0,control,google,1,181.47,4,1,nothing,minority,male
7398,1,57.49,control,google,0,0,2,19,nothing,minority,female
7399,0,0,control,other,1,48.99,3,12,nothing,white,female
7400,0,0,control,google,0,0,4,17,nothing,minority,female
7401,0,0,coupon,referral,3,169.47,6,21,nothing,white,female
7402,0,0,coupon,google,1,127.98,4,12,nothing,minority,female
7403,0,0,control,google,1,100.98,4,3,nothing,minority,male
7404,0,0,control,google,2,64.49,6,10,nothing,white,female
7405,0,0,control,google,1,126.98,4,20,something,minority,female
7406,0,0,control,google,2,94.98,4,12,nothing,white,female
7407,1,53.192,coupon,instagram,2,66.49,4,19,something,white,female
7408,0,0,control,google,2,71.99,4,22,nothing,white,female
7409,0,0,control,facebook,0,0,0,20,something,white,female
7410,0,0,control,instagram,0,0,3,19,something,white,male
7411,0,0,coupon,google,3,172.47,7,11,nothing,minority,male
7412,0,0,coupon,facebook,1,81.99,4,3,nothing,white,male
7413,0,0,control,facebook,4,72.99,4,4,nothing,white,male
7414,0,0,control,facebook,0,0,0,15,nothing,white,female
7415,0,0,control,facebook,0,0,0,23,nothing,white,female
7416,0,0,control,google,0,0,2,32,nothing,white,female
7417,0,0,coupon,instagram,1,118.98,6,8,nothing,white,female
7418,0,0,control,google,0,0,6,8,nothing,white,female
7419,0,0,control,facebook,0,0,4,24,nothing,white,female
7420,0,0,coupon,instagram,1,73.99,5,17,nothing,white,female
7421,0,0,control,instagram,1,35.99,0,12,nothing,white,female
7422,0,0,control,google,1,51.99,0,19,nothing,white,female
7423,0,0,control,facebook,2,59.49,0,15,something,white,male
7424,0,0,control,facebook,0,0,4,17,nothing,white,male
7425,0,0,coupon,instagram,1,44.49,7,18,nothing,white,female
7426,0,0,coupon,google,1,60.49,5,18,nothing,white,female
7427,0,0,control,instagram,1,132.98,6,15,nothing,white,female
7428,0,0,coupon,facebook,0,0,0,19,nothing,white,female
7429,0,0,control,google,1,75.99,1,15,something,minority,female
7430,0,0,coupon,instagram,1,138.98,4,14,nothing,white,female
7431,0,0,coupon,instagram,0,0,5,14,something,white,male
7432,0,0,control,google,0,0,4,19,something,white,female
7433,0,0,coupon,google,0,0,2,12,something,minority,male
7434,1,52.49,control,instagram,0,0,3,22,something,white,female
7435,2,92.784,coupon,instagram,10,173.97,3,21,nothing,white,female
7436,0,0,control,instagram,0,0,2,18,nothing,minority,female
7437,0,0,control,instagram,0,0,5,22,nothing,white,female
7438,1,62.99,control,facebook,0,0,0,15,nothing,white,female
7439,0,0,coupon,google,2,75.99,1,19,something,minority,female
7440,1,39.192,coupon,facebook,5,48.99,2,32,something,white,female
7441,0,0,coupon,instagram,1,179.97,3,13,nothing,white,female
7442,0,0,control,google,2,58.99,5,6,nothing,white,male
7443,0,0,coupon,facebook,1,116.98,2,5,nothing,white,male
7444,0,0,control,google,5,170.97,2,21,nothing,white,female
7445,0,0,coupon,referral,1,131.98,6,21,nothing,minority,female
7446,0,0,coupon,facebook,0,0,2,20,something,white,female
7447,0,0,coupon,google,0,0,7,13,something,minority,male
7448,0,0,control,facebook,1,44.99,0,18,nothing,white,female
7449,0,0,coupon,facebook,0,0,4,18,nothing,white,female
7450,0,0,coupon,instagram,2,65.99,4,21,nothing,white,female
7451,0,0,control,facebook,3,66.49,3,16,nothing,white,female
7452,0,0,control,instagram,0,0,3,19,nothing,white,female
7453,0,0,control,google,5,55.49,2,2,something,white,male
7454,0,0,coupon,google,0,0,0,15,something,minority,male
7455,1,50.392,coupon,facebook,2,62.99,1,17,something,white,female
7456,0,0,coupon,google,0,0,7,16,nothing,minority,female
7457,0,0,coupon,instagram,2,150.98,6,23,nothing,minority,female
7458,0,0,control,google,2,139.98,2,12,nothing,white,male
7459,0,0,coupon,instagram,0,0,1,2,nothing,white,male
7460,0,0,control,instagram,4,79.99,4,24,nothing,white,female
7461,1,57.99,control,google,2,115.98,4,12,nothing,white,female
7462,0,0,control,instagram,0,0,6,23,nothing,white,female
7463,0,0,control,google,0,0,4,10,nothing,minority,male
7464,0,0,coupon,facebook,2,50.99,5,21,nothing,white,female
7465,0,0,coupon,instagram,1,248.97,0,3,nothing,white,male
7466,0,0,coupon,instagram,1,71.99,5,17,nothing,white,female
7467,0,0,control,referral,3,68.49,1,1,something,white,male
7468,0,0,coupon,instagram,1,214.47,4,12,nothing,white,male
7469,0,0,control,facebook,1,75.99,6,2,nothing,white,male
7470,0,0,control,referral,0,0,6,3,something,white,male
7471,0,0,control,facebook,2,44.99,4,17,nothing,white,female
7472,0,0,coupon,referral,0,0,7,9,nothing,white,male
7473,0,0,coupon,google,5,78.99,6,16,nothing,white,male
7474,0,0,coupon,google,1,58.99,6,4,nothing,white,male
7475,0,0,control,google,0,0,0,11,nothing,minority,male
7476,0,0,control,instagram,1,52.99,4,16,something,white,female
7477,0,0,control,facebook,4,51.49,1,16,nothing,white,female
7478,0,0,control,google,1,149.96,6,16,nothing,white,female
7479,0,0,control,instagram,1,153.98,3,20,nothing,white,female
7480,0,0,coupon,google,1,54.99,5,2,something,white,male
7481,0,0,control,facebook,0,0,7,17,nothing,white,female
7482,0,0,control,google,0,0,3,6,something,white,male
7483,0,0,control,google,0,0,5,16,something,white,female
7484,0,0,coupon,google,3,173.97,4,14,nothing,white,female
7485,2,155.98,control,google,9,155.98,0,18,something,minority,male
7486,0,0,coupon,instagram,1,173.97,1,14,nothing,white,male
7487,0,0,control,instagram,9,123.98,0,8,something,white,female
7488,0,0,control,google,3,58.49,2,24,nothing,minority,female
7489,1,48.49,control,instagram,10,96.98,6,16,nothing,white,female
7490,0,0,coupon,google,1,66.99,0,20,nothing,minority,female
7491,0,0,coupon,instagram,3,59.99,4,18,nothing,white,female
7492,0,0,coupon,instagram,2,62.99,0,9,nothing,white,male
7493,0,0,control,facebook,0,0,6,12,nothing,white,male
